transaction_id,card_number,card_type,expiration_date,cvv,card_holder_name,billing_address,billing_city,billing_state,billing_postal_code,billing_country,transaction_amount,transaction_date,merchant_name,merchant_category,transaction_description,transaction_type,currency_code,exchange_rate,conversion_amount,conversion_date,transaction_status,authorization_code,payment_gateway,transaction_reference_number,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_postal_code
508,4905146243150074,Mastercard,2/12/2029,488,Wittie Felton,0 Dwight Plaza,Rajūzah,,,Yemen,658.73,6/30/2022,Tagchat,Dining,quis turpis sed ante vivamus tortor duis mattis egestas metus,Cash Advance,YER,1.075,7347.44,12/20/2022,Pending,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,Rhynoodle,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,Geno Leas,glease3@scientificamerican.com,829-665-1020,22 Delaware Circle,Kabac,,6052
509,5002353229355607,Visa,6/8/2030,479,Katherina Baelde,10 Vidon Terrace,Sekampung,,,Indonesia,1610.85,10/26/2022,Brainbox,Entertainment,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,Cash Advance,IDR,1.2695,3608.12,12/10/2025,Pending,suspendisse ornare consequat lectus in est risus auctor sed tristique,Eidel,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,Solomon Leijs,sleijse4@epa.gov,277-689-4631,965 Tomscot Center,Tanagara,,
510,5142859868128692,Mastercard,12/15/2027,425,Wilmer Wickman,52 Coleman Place,Mawang,,,China,4442.71,8/4/2028,Blognation,Entertainment,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,Cash Advance,CNY,1.1637,8834.91,10/28/2024,Declined,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,Tagpad,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,Coriss Gabriely,cgabrielye5@technorati.com,965-611-7870,516 Schmedeman Alley,Guandian,,
511,676766267831526351,American Express,5/14/2027,227,Carl Senior,264 Stephen Way,Lawdar,,,Yemen,995.52,7/9/2029,Skimia,Dining,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,Cash Advance,YER,1.0005,8757.91,6/2/2025,Declined,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,Yozio,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,Hilton Jillitt,hjillitte6@homestead.com,948-664-3800,335 Raven Junction,Kadumelati,,
512,3530067275891275,Mastercard,1/1/2026,875,Keelia Holston,3 High Crossing Drive,Curiapo,,,Venezuela,4120.11,10/24/2023,InnoZ,Travel,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,Purchase,VEF,0.8096,4901.76,7/24/2023,Approved,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,Photobug,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,Kellby Krysztowczyk,kkrysztowczyke7@nature.com,622-323-2540,5 Lawn Point,Varginha,,37000-000
513,3586508551472515,Visa,11/22/2025,611,Celestia Gooderson,08362 Dapin Circle,Calvário,03,4820-449,Portugal,4297.01,10/28/2029,Voolia,Entertainment,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,Cash Advance,EUR,1.6653,9339.96,12/5/2028,Approved,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,Tagfeed,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,Cathyleen Marchbank,cmarchbanke8@wordpress.com,529-200-0643,17876 Moose Pass,Ban Haet,,10700
514,3569199988265796,Visa,2/11/2022,778,Emlynn Tulloch,70262 Magdeline Alley,Raoshi,,,China,541.13,5/24/2030,Rooxo,Travel,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,Purchase,CNY,1.1688,5977.22,12/28/2023,Pending,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,Gigazoom,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,Olimpia Thoumas,othoumase9@pinterest.com,268-158-8108,34 Linden Alley,Kruševac,,
515,670650124824202049,Mastercard,8/28/2025,575,Kaleena Simecek,3894 Gerald Point,Razumnoye,,309276,Russia,465.29,5/23/2022,Zoombox,Retail,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,Refund,RUB,1.7568,4028.74,8/22/2026,Approved,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,Wikido,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,Patton Lindenstrauss,plindenstraussea@tripod.com,853-278-4717,5704 Waubesa Place,Louisville,KY,40293
516,201955323786428,Visa,12/1/2022,807,Clint Paike,6 Comanche Lane,Wanagiri,,,Indonesia,1962.1,11/18/2025,Babbleopia,Travel,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,Refund,IDR,1.1939,4008.41,12/5/2025,Approved,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,Buzzdog,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,Fidole Flint,fflinteb@ihg.com,472-152-0760,88617 Spaight Drive,Bartniczka,,87-321
517,3538654456790137,Mastercard,5/28/2028,710,Hyacinthe Huygens,59 Hoffman Circle,Berlin,BE,10179,Germany,3927.13,6/14/2026,Vipe,Dining,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,Purchase,EUR,0.5749,3755.24,8/22/2027,Pending,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,Meevee,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,Blane Brixey,bbrixeyec@bing.com,261-669-7444,63 Badeau Lane,Los Santos,,
518,3585393331919841,Visa,2/8/2024,928,Tyrus Anscott,4 Rutledge Avenue,Itaituba,,68180-000,Brazil,5778.58,11/16/2030,Aivee,Travel,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,Purchase,BRL,1.8235,3027.41,8/21/2028,Pending,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,Mydo,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,Cassie Croxley,ccroxleyed@bloglovin.com,619-608-1765,379 Lyons Terrace,Aplahoué,,
519,3583394066949344,American Express,5/30/2028,257,Bordie Pottberry,638 Starling Junction,Hongshanyao,,,China,2846.07,10/18/2029,Zooxo,Entertainment,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,Purchase,CNY,1.7907,508.79,6/20/2022,Declined,nulla suscipit ligula in lacus curabitur at ipsum ac tellus,Thoughtstorm,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,Bernhard Barnish,bbarnishee@google.com.br,913-394-6607,12 East Way,Bagong Pagasa,,1477
520,3586139474461482,American Express,3/3/2026,651,Lindsey Balazs,086 Blue Bill Park Place,Jifeng,,,China,240.92,1/9/2030,Jatri,Dining,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,Cash Advance,CNY,0.8507,1268.24,3/11/2023,Approved,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,Feedmix,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,Maddie Hrinchishin,mhrinchishinef@washingtonpost.com,309-791-9139,507 Sherman Lane,Okinawa,,904-2244
521,201768765710214,Visa,5/18/2027,439,Layla Poveleye,9307 Nova Terrace,Navatat,,0905,Philippines,972.07,8/5/2025,Eire,Retail,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,Purchase,PHP,1.5739,2492.86,9/9/2024,Approved,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,Wordware,non quam nec dui luctus rutrum nulla tellus in sagittis dui,Izabel Hachette,ihachetteeg@msu.edu,386-262-5064,93442 Memorial Avenue,Shumikhinskiy,,618283
522,5602215933380128,Visa,9/19/2030,689,Jarrod Doctor,80556 Dennis Junction,Malian,,,China,2686.01,3/29/2030,Edgepulse,Travel,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,Refund,CNY,0.7089,9009.77,12/17/2027,Declined,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,Flashdog,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,Ebba Malcolmson,emalcolmsoneh@huffingtonpost.com,557-318-8046,82 Lake View Drive,Bordeaux,97,33100
523,670903257724412659,Visa,7/18/2022,124,Glen Speight,59 Bunker Hill Point,Skinnskatteberg,U,739 30,Sweden,2757.6,7/30/2028,Divape,Retail,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,Purchase,SEK,1.9298,7065.99,2/3/2028,Declined,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,Devshare,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,Aurelia Birdall,abirdallei@wired.com,901-793-0436,9198 Holy Cross Lane,Upper San Mateo,,9406
524,3576070289672371,Mastercard,7/9/2026,778,Godfrey Shrimpling,07464 Arkansas Avenue,Mi’ersi,,,China,3064.61,12/6/2023,Mynte,Dining,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,Cash Advance,CNY,1.1242,1043.99,4/29/2030,Declined,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,Bluezoom,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,Sarine Dykes,sdykesej@sohu.com,744-861-0895,7 Farragut Street,Donggaocun,,
525,5020981337697956870,Visa,3/4/2024,799,Kelci Stiegars,3989 Tennyson Pass,Solina,,,Bosnia and Herzegovina,7005.75,3/3/2027,Shuffledrive,Travel,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,Refund,BAM,1.1174,7125.72,4/21/2023,Approved,platea dictumst morbi vestibulum velit id pretium iaculis diam erat,Brightdog,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,Arlinda Osbaldeston,aosbaldestonek@amazon.co.jp,296-382-4146,59 Cordelia Junction,Nankou,,
526,5602214577778119,Visa,8/27/2025,131,Diego Yakushkev,71 Prairie Rose Park,Malbork,,82-210,Poland,1443.34,1/10/2028,Babbleopia,Travel,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,Cash Advance,PLN,0.9553,5307.07,12/20/2028,Pending,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,Gevee,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,Eartha Mettrick,emettrickel@theguardian.com,271-152-5496,4 Jackson Way,Barão de Melgaço,,78190-000
527,374288593538241,Visa,7/27/2026,597,Vic Gonneau,70 Jay Park,Santana do Livramento,,97570-000,Brazil,9380.63,9/7/2024,Blognation,Retail,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,Refund,BRL,0.7699,2523.18,2/2/2022,Declined,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,Flashset,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,Opal Copeman,ocopemanem@devhub.com,187-872-8838,3 Towne Terrace,Henghe,,
528,6333115469596188282,Mastercard,2/23/2030,735,Bili Armiger,70 Rusk Center,Si That,,41230,Thailand,4024.03,7/13/2030,Pixoboo,Entertainment,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,Purchase,THB,1.5787,5772.67,4/4/2028,Pending,pharetra magna ac consequat metus sapien ut nunc vestibulum ante,Tagcat,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,Emmanuel Lattka,elattkaen@omniture.com,701-267-6025,8106 Westport Crossing,Zamoskvorech’ye,,142817
529,201755427134909,American Express,3/2/2023,758,Griffie Gheorghe,4 Butterfield Road,Loangmaka,,,Indonesia,8777.48,1/12/2028,Yoveo,Dining,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,Refund,IDR,0.7963,5716.34,9/14/2024,Pending,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,Demizz,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,Hastie Morlon,hmorloneo@dedecms.com,346-248-6502,53 Mifflin Center,Bayabas,,8303
530,3533132931487061,Visa,10/26/2028,120,Gus Bragg,95825 Melrose Avenue,Krechevitsy,,346020,Russia,8313.07,5/11/2022,Kwimbee,Entertainment,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,Purchase,RUB,0.5691,4073.71,9/14/2029,Approved,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,Browseblab,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,John Duffil,jduffilep@soundcloud.com,418-745-4196,97062 Anthes Circle,Sungai Nyamuk,,
531,3543909691412563,Visa,3/2/2028,813,Dur Faichney,05 Algoma Terrace,Zhuxi,,,China,9915.14,7/12/2023,Skajo,Entertainment,felis sed interdum venenatis turpis enim blandit mi in porttitor pede,Refund,CNY,0.7914,3371.29,12/3/2027,Declined,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,Jabbertype,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,Mendel Aneley,maneleyeq@feedburner.com,875-454-8914,3257 Loftsgordon Hill,Smidary,,503 53
532,5602250835976715,American Express,1/25/2023,264,Kynthia Babinski,37 Gale Place,Changtu,,,China,2265.24,12/15/2029,Eire,Dining,gravida sem praesent id massa id nisl venenatis lacinia aenean sit,Cash Advance,CNY,1.3588,6062.58,12/3/2024,Approved,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Camimbo,integer ac leo pellentesque ultrices mattis odio donec vitae nisi,Zorah Juanes,zjuaneser@printfriendly.com,754-803-2400,13629 Corry Drive,Caicara,,
533,3552224296444401,Mastercard,6/5/2022,985,Dal Bertot,23489 Graedel Way,Mujur Satu,,,Indonesia,1389.92,5/2/2030,Demivee,Dining,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,Purchase,IDR,1.2432,1903.82,1/1/2024,Approved,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,Mycat,non mi integer ac neque duis bibendum morbi non quam,Robbyn Merton,rmertones@tmall.com,301-468-7029,970 Iowa Park,Taloqan,,
534,3536929932796144,American Express,1/9/2030,804,Nadya Reoch,42662 Grayhawk Lane,Dengfeng,,,China,5267.57,12/17/2026,Rhynoodle,Dining,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,Cash Advance,CNY,0.8826,1783.73,4/27/2027,Approved,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,Realblab,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,Adriane Thornewell,athornewellet@t-online.de,911-723-8482,7 Thackeray Crossing,Lębork,,84-310
535,5602234159799537352,American Express,11/30/2024,444,Philis Willmott,34 Clarendon Point,Lloque,,,Peru,8312.04,10/12/2023,Oyoba,Dining,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,Refund,PEN,1.0017,5207.34,2/2/2025,Pending,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,Realblab,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,Alejandro Dripp,adrippeu@mapy.cz,876-749-5572,6 Pond Park,Ning’an,,
536,5568360736120453,Mastercard,5/6/2029,148,Karly Edmead,470 Sunbrook Park,Banī Khaddāsh,,,Tunisia,1065.51,3/11/2030,Centidel,Retail,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,Cash Advance,TND,0.6646,3083.92,5/2/2024,Approved,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,Realbuzz,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,Ainsley Arrighi,aarrighiev@shareasale.com,611-815-5273,4 Kingsford Place,Calimete,,
537,0604158395842608567,Mastercard,8/9/2028,939,Lew Salleir,15109 South Way,Haputale,,90160,Sri Lanka,4387.83,4/15/2023,Wikizz,Dining,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,Refund,LKR,1.7874,7606.5,2/6/2027,Declined,congue etiam justo etiam pretium iaculis justo in hac habitasse,Riffwire,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,Darci Ebben,debbenew@free.fr,361-172-7218,6 Packers Court,Topeka,KS,66611
538,3554157130549365,American Express,5/28/2030,339,Chickie Rabley,1469 Mayfield Junction,Acli,,1470,Philippines,7365.08,8/8/2026,Livefish,Retail,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,Refund,PHP,1.5222,7905.86,3/9/2030,Pending,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,Plajo,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,Diane-marie Toleman,dtolemanex@purevolume.com,658-964-4182,3953 Buena Vista Alley,Jiulonggang,,
539,3580833533406936,Visa,5/28/2028,832,Dex Andrioli,6631 Novick Terrace,Venëv,,301320,Russia,2416.94,11/15/2028,Mydo,Travel,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,Refund,RUB,1.9969,8584.86,12/2/2023,Pending,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,Zoombox,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,Alexa Blundin,ablundiney@hp.com,257-360-8242,33 Grasskamp Crossing,Massakory,,
540,3584509594497727,Mastercard,1/14/2029,834,Cole Georgins,6 Burning Wood Park,Kongwan,,,China,4117.64,12/31/2029,Trilia,Retail,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,Refund,CNY,0.5097,7391.53,9/3/2028,Approved,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,Mudo,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,Christean Priest,cpriestez@upenn.edu,340-894-1768,3375 Manufacturers Alley,Ogawa,,989-2471
541,5018325372782060,Visa,9/8/2028,898,Daryle Perri,2 Glendale Pass,Peliyagoda,,11830,Sri Lanka,8371.9,4/4/2027,Kimia,Dining,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,Purchase,LKR,1.3546,1227.56,11/20/2030,Pending,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,Linkbuzz,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,Ragnar Leopold,rleopoldf0@xing.com,710-438-8517,654 Debs Alley,Sandouping,,
